CMDLINE D:\Wrishav\face-recognition\.venv\Scripts\python.exe .\app\app.py --headless --faissgpu
MEM 2.234375 1751019884.7021
MEM 6.710938 1751019884.8025
MEM 6.710938 1751019884.9032
MEM 6.710938 1751019885.0037
MEM 6.710938 1751019885.1044
MEM 6.710938 1751019885.2051
MEM 6.710938 1751019885.3055
MEM 6.710938 1751019885.4059
MEM 6.710938 1751019885.5067
MEM 6.710938 1751019885.6072
MEM 6.710938 1751019885.7078
MEM 6.710938 1751019885.8083
MEM 6.710938 1751019885.9089
MEM 6.710938 1751019886.0095
MEM 6.710938 1751019886.1098
MEM 6.710938 1751019886.2101
MEM 6.710938 1751019886.3106
MEM 6.710938 1751019886.4113
MEM 6.710938 1751019886.5119
MEM 6.710938 1751019886.6123
MEM 6.710938 1751019886.7129
MEM 6.710938 1751019886.8136
MEM 6.710938 1751019886.9140
MEM 6.710938 1751019887.0143
MEM 6.710938 1751019887.1150
MEM 6.710938 1751019887.2157
MEM 6.710938 1751019887.3163
MEM 6.710938 1751019887.4169
MEM 6.710938 1751019887.5174
MEM 6.710938 1751019887.6178
MEM 6.710938 1751019887.7181
MEM 6.710938 1751019887.8189
MEM 6.710938 1751019887.9195
MEM 6.710938 1751019888.0200
MEM 6.710938 1751019888.1209
MEM 6.710938 1751019888.2217
MEM 6.710938 1751019888.3223
MEM 6.710938 1751019888.4231
MEM 6.710938 1751019888.5239
MEM 6.710938 1751019888.6243
MEM 6.710938 1751019888.7246
MEM 6.710938 1751019888.8251
MEM 6.710938 1751019888.9257
MEM 6.710938 1751019889.0260
MEM 6.710938 1751019889.1267
MEM 6.710938 1751019889.2275
MEM 6.710938 1751019889.3281
MEM 6.710938 1751019889.4287
MEM 6.710938 1751019889.5294
MEM 6.710938 1751019889.6298
MEM 6.710938 1751019889.7301
MEM 6.710938 1751019889.8309
MEM 6.710938 1751019889.9316
MEM 6.710938 1751019890.0319
MEM 6.710938 1751019890.1323
MEM 6.710938 1751019890.2328
MEM 6.710938 1751019890.3335
MEM 6.710938 1751019890.4341
MEM 6.710938 1751019890.5349
MEM 6.710938 1751019890.6356
MEM 6.710938 1751019890.7363
MEM 6.710938 1751019890.8365
MEM 6.710938 1751019890.9369
MEM 6.710938 1751019891.0375
MEM 6.710938 1751019891.1382
MEM 6.710938 1751019891.2389
MEM 6.710938 1751019891.3394
MEM 6.710938 1751019891.4400
MEM 6.710938 1751019891.5406
MEM 6.710938 1751019891.6412
MEM 6.710938 1751019891.7419
MEM 6.710938 1751019891.8424
MEM 6.710938 1751019891.9430
MEM 6.710938 1751019892.0434
